idx,code,year,avg,slg,bbk,wpa,re24,obp
000404,66704,2022,0.24,0.337,0.453,-0.022,-0.22,0.325
000405,66704,2023,0.276,0.4,0.273,0.0,-0.19,0.328
000406,66706,2019,0.254,0.346,0.351,-0.003,-0.16,0.318
000407,66706,2022,0.233,0.302,0.429,-0.026,-0.25,0.295
000408,66707,2022,0.224,0.366,0.393,-0.012,-0.03,0.272
000409,66715,2022,0.261,0.417,0.216,-0.013,-0.09,0.309
000410,66715,2023,0.239,0.349,0.331,-0.024,-0.3,0.308
000411,66838,2018,0.252,0.468,0.167,-0.005,-0.23,0.287
000412,66838,2019,0.215,0.338,0.255,-0.02,-0.26,0.265
000413,66838,2020,0.312,0.508,0.367,-0.005,-0.12,0.359
000414,66838,2021,0.238,0.351,0.238,-0.006,-0.26,0.286
000415,66838,2022,0.221,0.337,0.182,-0.019,-0.42,0.25
000416,66838,2023,0.266,0.428,0.564,-0.015,-0.26,0.337
000417,66864,2019,0.243,0.272,0.143,0.0,0.0,0.266
000418,66917,2018,0.232,0.289,0.286,-0.002,-0.11,0.306
000419,66917,2019,0.277,0.355,0.286,0.0,0.0,0.318
000420,66917,2021,0.227,0.326,0.5,0.0,0.0,0.311
000421,66928,2021,0.209,0.337,0.293,-0.002,-0.12,0.298
000422,66928,2022,0.216,0.322,0.5,-0.006,-0.18,0.304
000423,66965,2022,0.216,0.309,0.565,0.0,-0.12,0.27
000424,66965,2023,0.285,0.401,0.917,-0.0,-0.12,0.404
000425,67006,2023,0.28,0.312,0.263,-0.004,-0.23,0.338
000426,67025,2018,0.305,0.59,0.5,0.012,0.065,0.391
000427,67025,2019,0.322,0.53,0.408,-0.012,0.01,0.386
000428,67025,2020,0.347,0.674,0.493,0.048,0.545,0.422
000429,67207,2023,0.246,0.319,0.452,-0.008,-0.2,0.321
000430,67304,2018,0.27,0.371,0.27,-0.002,-0.08,0.326
000431,67304,2019,0.259,0.339,0.319,-0.001,-0.14,0.31
000432,67304,2020,0.282,0.396,0.495,-0.003,-0.06,0.343
000433,67304,2021,0.304,0.366,0.694,0.005,0.015,0.377
000434,67304,2022,0.315,0.397,0.511,-0.001,-0.035,0.367
000435,67304,2023,0.325,0.448,0.633,0.001,0.115,0.385
000436,67341,2018,0.347,0.466,0.689,0.026,0.09,0.404
000437,67341,2019,0.342,0.456,1.067,0.0,-0.01,0.388
000438,67341,2020,0.333,0.523,1.229,0.008,0.07,0.402
000439,67341,2021,0.364,0.526,1.658,0.011,0.15,0.441
000440,67341,2022,0.35,0.579,2.029,0.031,0.3,0.429
000441,67341,2023,0.31,0.453,1.933,-0.001,-0.01,0.402
000442,67394,2018,0.258,0.458,0.418,-0.014,0.08,0.338
000443,67450,2018,0.33,0.605,0.607,0.009,0.18,0.419
000444,67450,2019,0.292,0.515,0.92,-0.004,0.06,0.402
000445,67504,2021,0.241,0.352,0.29,-0.01,-0.18,0.308
000446,67504,2022,0.257,0.3,0.188,0.0,0.0,0.314
000447,67598,2018,0.268,0.513,0.248,-0.008,-0.18,0.331
000448,67610,2022,0.149,0.266,0.312,-0.001,-0.26,0.252
000449,67644,2021,0.248,0.341,0.576,-0.029,-0.16,0.358
000450,67650,2018,0.31,0.488,0.606,0.01,0.05,0.396
000451,67872,2018,0.304,0.583,0.556,0.012,0.125,0.391
000452,67872,2019,0.278,0.517,0.613,0.001,0.0,0.373
000453,67872,2020,0.282,0.546,0.784,-0.007,0.1,0.404
000454,67872,2021,0.225,0.425,0.711,-0.011,-0.21,0.341
000455,67893,2020,0.242,0.323,0.524,-0.004,-0.3,0.321
000456,67893,2021,0.302,0.388,0.671,0.0,-0.01,0.367
000457,67893,2022,0.293,0.368,0.771,0.0,-0.135,0.368
000458,67893,2023,0.268,0.365,1.333,0.0,0.1,0.363
000459,67905,2023,0.262,0.362,0.216,0.0,0.0,0.314
000460,67935,2018,0.257,0.483,0.382,0.002,-0.065,0.346
000461,68050,2018,0.29,0.524,0.419,0.007,-0.09,0.356
000462,68050,2019,0.336,0.495,0.701,0.02,0.21,0.42
000463,68050,2020,0.33,0.54,0.698,0.008,0.11,0.42
000464,68050,2021,0.35,0.521,1.23,0.036,0.46,0.464
000465,68050,2022,0.247,0.378,0.51,0.001,-0.25,0.32
000466,68050,2023,0.276,0.411,0.585,-0.006,-0.14,0.364
000467,68103,2018,0.339,0.519,0.36,-0.022,-0.175,0.383
000468,68106,2021,0.247,0.383,0.292,-0.014,-0.12,0.316
000469,68106,2022,0.221,0.447,0.231,-0.006,-0.195,0.319
000470,68119,2021,0.233,0.289,0.474,0.0,0.0,0.314
000471,68119,2022,0.301,0.418,1.378,0.0,-0.01,0.392
000472,68119,2023,0.311,0.381,1.688,0.0,0.03,0.401
000473,68305,2021,0.232,0.311,0.214,-0.0,-0.12,0.267
000474,68330,2021,0.158,0.254,0.429,-0.013,-0.24,0.242
000475,68345,2018,0.315,0.742,0.371,0.084,0.67,0.377
000476,68345,2019,0.299,0.521,0.741,0.008,0.145,0.395
000477,68346,2022,0.179,0.307,0.375,-0.008,-0.18,0.292
000478,68362,2021,0.252,0.366,0.456,-0.004,-0.12,0.33
000479,68504,2022,0.244,0.332,0.289,-0.008,-0.18,0.287
000480,68518,2020,0.15,0.165,0.344,-0.009,-0.23,0.211
000481,68518,2022,0.191,0.216,0.255,-0.014,-0.25,0.239
000482,68525,2018,0.232,0.36,0.207,-0.031,-0.3,0.279
000483,68525,2019,0.203,0.283,0.316,-0.04,-0.34,0.271
000484,68525,2020,0.278,0.436,0.588,-0.004,-0.09,0.358
000485,68525,2021,0.267,0.443,0.642,-0.005,-0.12,0.364
000486,68525,2022,0.307,0.458,0.516,-0.006,-0.06,0.361
000487,68525,2023,0.223,0.3,0.429,-0.019,-0.37,0.275
000488,68700,2021,0.175,0.228,0.186,-0.028,-0.38,0.231
000489,68700,2023,0.178,0.208,0.704,0.0,0.0,0.314
000490,68730,2018,0.308,0.577,0.536,0.012,-0.06,0.38
000491,68730,2019,0.284,0.46,0.422,0.007,-0.005,0.345
000492,68730,2020,0.194,0.323,0.265,-0.028,-0.445,0.254
000493,68730,2021,0.248,0.438,0.5,-0.013,-0.27,0.323
000494,68743,2018,0.244,0.357,0.453,0.0,0.0,0.32
000495,68743,2019,0.262,0.374,0.475,-0.02,-0.185,0.314
000496,68743,2020,0.248,0.335,1.0,-0.018,-0.04,0.36
000497,68743,2021,0.283,0.384,1.0,0.009,0.18,0.406
000498,68743,2022,0.276,0.37,0.78,-0.018,-0.125,0.376
000499,68743,2023,0.222,0.261,1.09,-0.016,-0.18,0.333
000500,68868,2020,0.236,0.308,0.679,-0.001,-0.17,0.3
000501,68904,2022,0.238,0.359,0.379,-0.005,-0.26,0.309
000502,68904,2023,0.202,0.354,0.323,-0.022,-0.33,0.277
000503,68912,2019,0.224,0.327,0.333,0.0,-0.18,0.269
000504,69100,2019,0.186,0.227,0.316,0.0,-0.1,0.25
000505,69102,2021,0.241,0.375,0.701,-0.004,-0.18,0.343
000506,69102,2022,0.312,0.445,0.845,0.0,0.01,0.376
000507,69102,2023,0.29,0.386,0.769,-0.002,-0.03,0.371
000508,69150,2019,0.274,0.426,0.304,-0.001,-0.02,0.332
000509,69165,2019,0.286,0.488,0.194,0.004,-0.07,0.335
000510,69209,2019,0.338,0.475,1.125,0.009,0.115,0.408
000511,69209,2020,0.332,0.492,1.356,0.02,0.08,0.397
000512,69209,2021,0.325,0.458,1.917,0.007,0.175,0.401
000513,69209,2022,0.309,0.4,0.778,-0.017,-0.13,0.353
000514,69238,2022,0.24,0.448,0.185,0.0,-0.11,0.309
000515,69238,2023,0.213,0.32,0.368,-0.01,-0.18,0.289
000516,69306,2022,0.2,0.309,0.138,-0.002,-0.12,0.3
000517,69405,2019,0.273,0.409,0.26,-0.015,-0.28,0.327
000518,69416,2022,0.232,0.263,0.034,-0.0,-0.16,0.226
000519,69418,2020,0.258,0.335,0.219,0.0,-0.08,0.291
000520,69442,2019,0.204,0.333,0.222,0.0,-0.05,0.255
000521,69453,2019,0.262,0.369,0.36,-0.014,-0.235,0.328
000522,69453,2020,0.228,0.34,0.448,-0.017,-0.205,0.311
000523,69453,2021,0.206,0.335,0.23,-0.001,-0.17,0.27
000524,69453,2022,0.207,0.302,0.296,-0.016,-0.26,0.254
000525,69453,2023,0.223,0.291,0.435,0.0,0.0,0.292
000526,69517,2022,0.316,0.453,0.532,0.0,-0.005,0.378
000527,69517,2023,0.243,0.345,0.645,-0.005,-0.03,0.349
000528,69530,2019,0.252,0.368,1.083,-0.001,0.0,0.354
000529,69569,2019,0.251,0.433,0.517,0.001,-0.205,0.351
000530,69652,2019,0.311,0.479,0.864,0.005,0.03,0.381
000531,69652,2020,0.306,0.557,1.134,-0.008,0.065,0.401
000532,69652,2021,0.237,0.35,0.924,-0.004,-0.15,0.335
000533,69705,2021,0.197,0.394,0.228,-0.031,-0.18,0.276
000534,69727,2023,0.227,0.383,0.293,-0.008,-0.18,0.298
000535,69737,2019,0.186,0.26,0.153,-0.002,-0.25,0.24
000536,69737,2020,0.22,0.387,0.284,-0.029,-0.255,0.299
000537,69737,2021,0.271,0.466,0.682,-0.004,-0.05,0.398
000538,69737,2022,0.281,0.382,0.505,-0.007,-0.17,0.356
000539,69737,2023,0.316,0.554,0.632,0.027,0.19,0.4
000540,69813,2022,0.213,0.454,0.098,0.0,0.0,0.243
000541,69901,2019,0.226,0.433,0.531,-0.006,-0.295,0.297
000542,69950,2019,0.246,0.404,0.353,-0.018,-0.1,0.308
000543,69992,2021,0.283,0.321,0.45,-0.006,-0.295,0.345
000544,69995,2022,0.205,0.277,0.293,0.0,-0.18,0.262
000545,69995,2023,0.316,0.425,0.367,0.0,-0.1,0.348
000546,70410,2018,0.338,0.516,0.404,-0.004,-0.07,0.379
000547,70410,2019,0.3,0.374,0.386,-0.008,-0.185,0.344
000548,70553,2018,0.214,0.266,0.26,-0.004,-0.095,0.265
000549,70756,2018,0.284,0.501,0.729,-0.017,-0.105,0.376
000550,71184,2018,0.24,0.281,0.5,0.0,0.0,0.281
000551,71432,2018,0.284,0.418,0.473,-0.005,-0.14,0.36
000552,71552,2018,0.255,0.353,0.585,-0.009,-0.14,0.352
000553,71564,2018,0.333,0.593,0.573,0.002,0.045,0.401
000554,71564,2019,0.285,0.435,0.723,-0.015,-0.03,0.36
000555,71564,2020,0.292,0.452,0.779,0.01,0.095,0.363
000556,71564,2021,0.286,0.448,0.68,-0.024,-0.155,0.346
000557,71564,2022,0.331,0.502,0.768,-0.008,-0.115,0.386
000558,71752,2018,0.314,0.475,0.254,0.005,0.05,0.363
000559,71752,2019,0.305,0.395,0.574,-0.009,-0.1,0.388
000560,71752,2020,0.219,0.297,0.714,-0.011,-0.19,0.323
000561,71837,2018,0.302,0.544,0.4,0.0,0.0,0.37
000562,71837,2019,0.268,0.365,0.302,-0.007,-0.2,0.328
000563,71837,2020,0.253,0.422,0.435,-0.006,-0.215,0.322
000564,71837,2021,0.238,0.404,0.481,0.0,-0.075,0.326
000565,71837,2022,0.306,0.478,0.462,0.0,0.0,0.377
000566,71842,2018,0.223,0.286,0.229,0.0,-0.195,0.297
000567,72133,2018,0.303,0.466,0.439,0.005,-0.025,0.362
000568,72133,2019,0.277,0.335,0.545,-0.019,-0.17,0.333
000569,72133,2020,0.295,0.391,0.429,-0.01,-0.21,0.338
000570,72443,2018,0.338,0.546,0.759,0.018,0.1,0.419
000571,72443,2019,0.3,0.485,1.104,0.012,0.04,0.419
000572,72443,2020,0.354,0.59,0.693,0.041,0.42,0.438
000573,72443,2021,0.233,0.375,1.0,0.002,-0.005,0.368
000574,72443,2022,0.264,0.421,0.777,-0.006,-0.04,0.371
000575,72443,2023,0.292,0.476,0.764,0.018,0.13,0.4
000576,72456,2018,0.238,0.321,0.275,-0.016,-0.26,0.273
000577,72546,2018,0.275,0.399,0.4,-0.008,-0.15,0.301
000578,73113,2018,0.262,0.472,0.45,0.0,0.02,0.357
000579,73113,2019,0.247,0.375,0.539,-0.01,-0.26,0.334
000580,73113,2020,0.283,0.452,0.525,-0.001,-0.08,0.386
000581,73113,2021,0.194,0.356,0.432,-0.002,-0.18,0.302
000582,73113,2022,0.117,0.184,0.338,-0.006,-0.26,0.224
000583,73113,2023,0.217,0.308,0.804,-0.001,-0.24,0.338
000584,73136,2018,0.296,0.548,0.248,-0.006,0.0,0.352
000585,73136,2019,0.256,0.464,0.421,-0.001,-0.08,0.344
000586,73136,2020,0.203,0.33,0.232,-0.027,-0.41,0.27
000587,73136,2021,0.21,0.328,0.5,-0.0,-0.03,0.314
000588,73209,2018,0.263,0.424,0.588,-0.002,-0.13,0.33
000589,73209,2019,0.222,0.302,0.222,-0.02,-0.21,0.265
000590,73209,2020,0.279,0.392,0.273,-0.013,-0.18,0.315
000591,73213,2018,0.188,0.266,0.75,-0.005,-0.18,0.293
000592,73213,2019,0.267,0.356,0.217,0.0,-0.04,0.309
000593,73306,2018,0.181,0.234,0.4,0.0,-0.12,0.238
000594,73306,2019,0.228,0.329,0.27,0.0,-0.015,0.3
000595,73306,2020,0.205,0.299,0.457,0.0,0.0,0.295
000596,73339,2018,0.23,0.311,0.25,-0.001,-0.12,0.25
000597,73342,2018,0.308,0.435,0.727,0.001,0.06,0.382
000598,74163,2018,0.296,0.333,0.984,-0.018,-0.11,0.377
000599,74163,2020,0.286,0.337,1.639,-0.002,-0.04,0.38
000600,74163,2021,0.298,0.373,1.587,0.007,-0.04,0.392
000601,74163,2022,0.201,0.221,1.0,-0.011,-0.24,0.317
000602,74206,2018,0.303,0.462,0.654,0.0,-0.1,0.379
000603,74206,2019,0.271,0.358,1.186,-0.008,-0.19,0.381
000604,74206,2020,0.295,0.361,1.02,-0.005,-0.105,0.368
000605,74206,2021,0.208,0.267,0.944,-0.007,-0.12,0.307
000606,74206,2022,0.215,0.26,0.848,-0.001,-0.17,0.295
000607,74215,2018,0.276,0.448,0.58,-0.012,-0.085,0.339
000608,74215,2019,0.231,0.29,0.292,-0.02,-0.32,0.258
000609,74339,2018,0.339,0.533,0.887,-0.015,-0.09,0.408
000610,74339,2019,0.317,0.443,0.852,0.016,0.13,0.384
000611,74339,2020,0.278,0.402,0.759,-0.003,-0.09,0.346
000612,74339,2021,0.303,0.412,1.412,0.012,0.03,0.418
000613,74465,2018,0.255,0.456,0.488,-0.005,-0.1,0.367
000614,74465,2019,0.264,0.473,0.929,0.0,-0.05,0.389
000615,74465,2020,0.304,0.461,1.219,0.004,-0.005,0.435
000616,74465,2021,0.257,0.48,0.628,-0.016,-0.09,0.359
000617,74465,2023,0.195,0.244,0.65,-0.027,-0.56,0.313
000618,74540,2018,0.269,0.457,0.302,-0.017,-0.14,0.338
000619,74540,2019,0.234,0.405,0.434,-0.014,-0.255,0.316
000620,74540,2020,0.287,0.487,0.574,-0.008,-0.11,0.352
000621,74540,2021,0.287,0.472,0.852,0.012,-0.08,0.367
000622,74540,2022,0.258,0.409,0.707,-0.005,-0.26,0.335
000623,74540,2023,0.31,0.483,0.644,0.0,0.075,0.383
000624,74729,2018,0.22,0.39,0.278,-0.005,-0.16,0.308
000625,74729,2019,0.231,0.436,0.321,-0.005,-0.23,0.295
000626,74729,2020,0.234,0.369,0.305,-0.014,-0.245,0.304
000627,75125,2018,0.33,0.686,0.562,0.048,0.48,0.454
000628,75125,2019,0.28,0.558,0.654,0.015,0.29,0.405
000629,75125,2020,0.226,0.459,0.496,-0.005,-0.24,0.358
000630,75125,2021,0.23,0.428,0.329,-0.02,-0.175,0.327
000631,75125,2022,0.284,0.563,0.307,-0.003,-0.035,0.36
000632,75125,2023,0.265,0.387,0.393,-0.012,-0.21,0.345
000633,75151,2018,0.283,0.468,0.613,-0.002,-0.12,0.344
000634,75151,2019,0.279,0.442,0.484,-0.006,-0.04,0.34
000635,75151,2020,0.241,0.294,0.316,-0.015,-0.26,0.289
000636,75151,2021,0.23,0.37,0.297,-0.016,-0.26,0.279
000637,75334,2018,0.273,0.523,0.473,-0.007,-0.08,0.369
000638,75334,2019,0.295,0.499,0.533,0.015,0.095,0.37
000639,75334,2020,0.298,0.463,0.574,-0.007,-0.17,0.373
000640,75334,2021,0.281,0.504,0.541,-0.006,0.02,0.373
000641,75334,2022,0.268,0.491,0.436,-0.004,0.06,0.355
000642,75334,2023,0.184,0.335,0.347,-0.025,-0.37,0.285
000643,75566,2018,0.301,0.493,0.505,-0.0,-0.04,0.375
000644,75566,2019,0.246,0.441,0.589,-0.005,-0.16,0.325
000645,75566,2020,0.268,0.407,0.598,-0.009,-0.03,0.342
000646,75566,2021,0.234,0.347,0.75,-0.012,-0.2,0.344
000647,75566,2022,0.267,0.417,0.471,-0.017,-0.075,0.347
000648,75566,2023,0.269,0.332,0.526,-0.006,-0.14,0.35
000649,75808,2018,0.298,0.452,0.848,-0.003,-0.055,0.373
000650,75808,2019,0.278,0.354,0.465,-0.012,-0.195,0.333
000651,75808,2020,0.24,0.286,0.739,-0.002,-0.19,0.32
000652,75847,2018,0.241,0.542,0.465,0.01,0.19,0.375
000653,75847,2019,0.285,0.507,0.747,0.005,-0.04,0.399
000654,75847,2020,0.27,0.538,0.765,0.006,0.07,0.394
000655,75847,2021,0.278,0.562,0.824,0.018,0.145,0.412
000656,75847,2022,0.276,0.52,0.713,0.017,0.18,0.401
000657,75847,2023,0.311,0.578,0.711,0.016,0.08,0.399
000658,76100,2018,0.273,0.49,0.862,0.004,0.06,0.434
000659,76100,2020,0.274,0.463,0.509,0.011,-0.01,0.381
000660,76232,2018,0.362,0.58,1.159,0.017,0.3,0.44
000661,76232,2019,0.353,0.571,1.116,0.001,0.07,0.441
000662,76232,2020,0.327,0.6,0.922,0.006,0.24,0.407
000663,76232,2021,0.325,0.581,1.15,0.011,0.1,0.419
000664,76232,2022,0.283,0.48,1.25,-0.003,0.06,0.388
000665,76232,2023,0.328,0.486,1.27,0.012,0.195,0.44
000666,76249,2018,0.318,0.481,0.515,0.002,0.02,0.376
000667,76249,2019,0.304,0.453,0.764,-0.006,-0.02,0.379
000668,76249,2020,0.233,0.291,0.339,-0.012,-0.18,0.289
000669,76267,2018,0.339,0.585,0.571,0.022,0.19,0.402
000670,76267,2019,0.274,0.358,0.763,-0.008,-0.18,0.329
000671,76267,2020,0.299,0.465,0.685,0.002,0.095,0.368
000672,76267,2021,0.256,0.429,0.631,-0.012,-0.005,0.359
000673,76267,2022,0.208,0.353,0.526,-0.012,-0.26,0.288
000674,76267,2023,0.242,0.481,0.364,-0.013,-0.24,0.309
000675,76290,2018,0.362,0.589,0.77,0.01,0.32,0.422
000676,76290,2019,0.3,0.428,1.019,-0.006,-0.2,0.374
000677,76290,2020,0.328,0.52,1.085,0.007,0.11,0.401
000678,76290,2021,0.281,0.427,1.75,0.012,0.1,0.376
000679,76290,2022,0.29,0.471,1.127,0.0,0.01,0.383
000680,76290,2023,0.295,0.378,1.113,0.009,0.15,0.378
000681,76313,2018,0.296,0.526,0.408,0.004,0.01,0.358
000682,76313,2019,0.283,0.467,0.732,-0.01,-0.085,0.36
000683,76313,2020,0.309,0.506,0.466,0.01,0.07,0.365
000684,76313,2021,0.291,0.409,0.511,-0.007,-0.13,0.356
000685,76313,2022,0.256,0.369,0.514,-0.016,-0.13,0.334
000686,76313,2023,0.314,0.416,0.64,-0.009,-0.085,0.378
000687,76509,2018,0.25,0.38,0.481,-0.003,-0.22,0.336
000688,76509,2019,0.243,0.311,0.133,-0.005,-0.24,0.266
000689,76720,2018,0.179,0.289,0.242,-0.011,-0.26,0.242
000690,76753,2018,0.296,0.474,0.189,-0.002,-0.15,0.327
000691,76753,2019,0.264,0.357,0.231,-0.026,-0.36,0.296
000692,76753,2020,0.235,0.375,0.203,-0.035,-0.38,0.278
000693,76802,2018,0.278,0.365,0.795,-0.003,-0.17,0.335
000694,76802,2019,0.247,0.3,0.75,-0.02,-0.26,0.297
000695,76802,2020,0.271,0.321,1.111,-0.006,-0.12,0.327
000696,76802,2021,0.283,0.422,1.0,0.0,0.0,0.35
000697,76802,2022,0.228,0.283,0.889,-0.007,-0.22,0.285
000698,76802,2023,0.278,0.352,0.643,0.0,-0.11,0.317
000699,76812,2018,0.324,0.508,0.571,-0.001,-0.02,0.393
000700,76812,2019,0.263,0.381,0.548,-0.01,-0.065,0.323
000701,76812,2020,0.185,0.248,0.792,-0.023,-0.42,0.272
000702,76812,2021,0.28,0.362,0.617,-0.015,-0.22,0.36
000703,76812,2022,0.193,0.267,0.543,-0.014,-0.26,0.278
000704,76849,2018,0.302,0.418,0.625,-0.002,0.045,0.358
000705,76849,2019,0.293,0.352,0.727,-0.012,-0.105,0.356
000706,76849,2020,0.301,0.361,0.654,0.0,-0.055,0.363
000707,76849,2021,0.293,0.387,1.37,0.016,0.045,0.405
000708,76849,2022,0.257,0.313,0.536,-0.019,-0.36,0.323
000709,77243,2021,0.276,0.39,0.286,0.0,0.0,0.312
000710,77248,2018,0.309,0.453,0.346,0.002,-0.015,0.364
000711,77248,2019,0.182,0.294,0.49,0.0,-0.01,0.276
000712,77248,2020,0.238,0.407,0.304,0.0,-0.12,0.299
000713,77463,2018,0.293,0.46,0.318,0.0,-0.04,0.359
000714,77463,2019,0.251,0.407,0.244,-0.022,-0.16,0.306
000715,77463,2020,0.281,0.444,0.879,-0.001,0.09,0.398
000716,77532,2018,0.329,0.546,0.687,0.022,0.33,0.404
000717,77532,2019,0.295,0.4,0.565,-0.007,-0.03,0.36
000718,77532,2020,0.352,0.493,1.089,0.021,0.24,0.418
000719,77532,2021,0.319,0.397,0.91,-0.002,-0.06,0.392
000720,77532,2022,0.277,0.367,0.776,0.005,-0.06,0.349
000721,77532,2023,0.326,0.441,0.536,0.008,0.1,0.373
000722,77564,2018,0.279,0.408,0.5,-0.013,-0.185,0.349
000723,77564,2019,0.257,0.365,0.429,-0.014,-0.23,0.317
000724,77564,2020,0.268,0.381,0.348,-0.004,-0.185,0.325
000725,77564,2021,0.23,0.357,0.573,-0.011,-0.185,0.317
000726,77564,2022,0.201,0.292,0.357,0.0,0.0,0.261
000727,77564,2023,0.289,0.409,0.559,-0.001,-0.13,0.356
000728,78122,2020,0.292,0.372,0.429,0.0,0.0,0.328
000729,78122,2021,0.22,0.341,0.7,-0.005,-0.205,0.301
000730,78122,2022,0.298,0.38,0.5,0.0,-0.15,0.349
000731,78122,2023,0.262,0.331,0.833,-0.012,-0.12,0.321
000732,78135,2018,0.316,0.467,0.378,0.001,-0.06,0.373
000733,78135,2019,0.285,0.438,0.543,-0.005,-0.18,0.359
000734,78135,2020,0.293,0.539,0.468,-0.002,-0.025,0.369
000735,78135,2021,0.221,0.392,0.523,-0.025,-0.26,0.336
000736,78135,2023,0.23,0.353,0.512,-0.014,-0.08,0.343
000737,78168,2018,0.331,0.42,0.68,0.022,0.18,0.39
000738,78168,2019,0.299,0.379,0.947,-0.007,-0.175,0.37
000739,78168,2020,0.276,0.386,1.492,0.007,0.12,0.385
000740,78168,2021,0.253,0.342,0.911,-0.009,-0.1,0.35
000741,78168,2022,0.222,0.3,0.444,-0.02,-0.2,0.291
000742,78217,2018,0.233,0.245,0.5,0.0,0.0,0.29
000743,78217,2019,0.217,0.278,0.632,0.0,0.0,0.311
000744,78224,2018,0.336,0.658,0.444,0.029,0.3,0.411
000745,78224,2019,0.282,0.429,0.549,0.002,-0.03,0.369
000746,78224,2020,0.258,0.476,0.565,-0.01,-0.065,0.366
000747,78224,2021,0.279,0.507,0.604,0.0,0.03,0.389
000748,78224,2022,0.248,0.46,0.459,-0.015,0.025,0.345
000749,78224,2023,0.246,0.382,0.612,0.005,-0.05,0.361
000750,78288,2018,0.26,0.327,0.312,-0.002,-0.045,0.327
000751,78288,2019,0.29,0.362,0.918,-0.012,-0.1,0.395
000752,78288,2020,0.301,0.383,0.659,-0.004,-0.05,0.378
000753,78288,2021,0.275,0.387,1.059,0.006,-0.02,0.403
000754,78288,2022,0.223,0.302,0.677,-0.021,-0.305,0.335
000755,78288,2023,0.26,0.309,1.327,0.0,-0.04,0.4
000756,78361,2019,0.237,0.309,0.474,0.0,-0.18,0.299
000757,78361,2021,0.255,0.378,0.478,-0.001,-0.18,0.336
000758,78513,2018,0.342,0.592,0.585,0.005,0.12,0.4
000759,78513,2019,0.301,0.481,0.648,-0.012,-0.13,0.36
000760,78513,2020,0.279,0.482,0.658,0.005,0.01,0.346
000761,78513,2021,0.348,0.469,0.746,0.008,0.095,0.404
000762,78513,2022,0.304,0.445,0.479,-0.002,-0.02,0.351
000763,78513,2023,0.274,0.393,0.825,-0.001,-0.08,0.352
000764,78548,2018,0.258,0.404,0.39,-0.008,-0.19,0.321
000765,78548,2019,0.262,0.339,0.407,-0.018,-0.29,0.325
000766,78548,2020,0.272,0.402,0.567,-0.004,-0.18,0.323
000767,78548,2021,0.232,0.372,0.833,-0.012,-0.18,0.331
000768,78548,2022,0.255,0.428,0.691,-0.003,-0.04,0.352
000769,78548,2023,0.271,0.422,0.558,-0.009,-0.25,0.339
000770,78603,2018,0.294,0.372,1.143,-0.001,-0.075,0.372
000771,78603,2019,0.292,0.371,1.654,-0.003,-0.08,0.356
000772,78603,2020,0.33,0.403,0.93,-0.004,-0.13,0.405
000773,78603,2021,0.307,0.401,1.436,0.007,0.025,0.376
000774,78603,2022,0.285,0.348,1.347,-0.015,-0.08,0.368
000775,78603,2023,0.29,0.337,1.917,-0.016,-0.14,0.365
000776,78629,2018,0.273,0.571,0.452,-0.001,-0.04,0.381
000777,78629,2019,0.186,0.364,0.514,-0.014,-0.18,0.305
000778,78629,2020,0.291,0.444,0.561,0.002,-0.05,0.393
000779,78643,2020,0.22,0.429,0.483,0.0,-0.09,0.321
000780,78756,2018,0.226,0.278,0.212,-0.002,-0.22,0.284
000781,78756,2019,0.224,0.288,0.528,-0.012,-0.3,0.3
000782,78756,2020,0.234,0.284,0.41,-0.002,-0.18,0.293
000783,78756,2022,0.276,0.34,0.353,-0.008,-0.215,0.31
000784,78813,2018,0.279,0.498,0.412,-0.002,-0.03,0.328
000785,78813,2019,0.303,0.464,0.5,-0.002,-0.095,0.357
000786,78813,2020,0.31,0.451,0.364,0.0,-0.23,0.346
000787,79109,2018,0.278,0.396,0.404,0.001,-0.045,0.35
000788,79109,2019,0.252,0.377,0.509,-0.015,-0.14,0.335
000789,79109,2020,0.298,0.457,0.398,-0.006,-0.13,0.359
000790,79109,2021,0.254,0.356,0.659,-0.021,-0.28,0.333
000791,79109,2022,0.268,0.465,0.593,-0.005,-0.015,0.355
000792,79109,2023,0.261,0.351,0.719,0.004,-0.04,0.386
000793,79150,2018,0.261,0.38,0.397,0.0,-0.04,0.319
000794,79150,2019,0.239,0.324,0.337,-0.022,-0.3,0.286
000795,79150,2020,0.244,0.334,0.462,-0.013,-0.2,0.303
000796,79150,2021,0.236,0.335,0.75,-0.02,-0.31,0.312
000797,79192,2018,0.331,0.548,0.361,0.013,0.09,0.38
000798,79192,2019,0.316,0.436,0.391,-0.013,-0.03,0.362
000799,79192,2020,0.297,0.466,0.451,-0.012,-0.045,0.354
000800,79192,2021,0.284,0.46,0.506,0.0,0.08,0.371
000801,79192,2022,0.299,0.444,0.311,-0.01,-0.115,0.361
000802,79192,2023,0.296,0.453,0.495,0.013,-0.07,0.385
000803,79215,2018,0.312,0.453,0.405,0.0,-0.12,0.361
000804,79215,2019,0.314,0.461,1.0,0.011,0.07,0.39
000805,79215,2020,0.294,0.454,0.634,0.007,0.05,0.359
000806,79215,2021,0.319,0.431,0.667,0.015,0.07,0.396
000807,79215,2022,0.336,0.458,0.71,-0.003,-0.02,0.409
000808,79215,2023,0.286,0.431,0.878,-0.001,-0.09,0.385
000809,79231,2018,0.347,0.46,0.867,0.024,0.37,0.411
